sample_id,rule_id,intent,utterance,vehicle_state,expected_outcome,sample_type,confused_with_intent,reviewed,notes,human_review
GOLD-R092-006,R092,activate_tcs,"Tr?i m?a tr?n ghê, v?i l?i b?t TCS giùm anh cái.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-007,R092,activate_tcs,Cho tui b?t TCS nha.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-008,R092,activate_tcs,"B?t ki?m soát l?c kéo giùm t? v?i, ???ng tr?n quá.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-009,R092,activate_tcs,Cho em b?t TCS ???c không?,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-010,R092,activate_tcs,Cho b?t ki?m soát l?c kéo lên v?i.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-011,R092,activate_tcs,B?t ki?m soát l?c kéo giùm tôi.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-012,R092,activate_tcs,Kích ho?t ki?m soát l?c kéo lên tê.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-013,R092,activate_tcs,"Ki?m soát l?c kéo, b?t h? t?.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-014,R092,activate_tcs,"Ê, b?t ki?m soát l?c kéo cái coi.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-015,R092,activate_tcs,B?t h? th?ng bám ???ng giùm anh.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-016,R092,activate_tcs,"Này, cho tui b?t TCS cái.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-017,R092,activate_tcs,"Làm ?n tr?i m?a tr?n ghê, v?i l?i b?t TCS giùm anh cái.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-018,R092,activate_tcs,Phi?n b?n cho tui b?t TCS nha.,"{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-019,R092,activate_tcs,"Nh? b?n b?t ki?m soát l?c kéo giùm t? v?i, ???ng tr?n quá.","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R092-020,R092,activate_tcs,"H?i chút nhé, cho em b?t TCS ???c không?","{""esc"":true}",ALLOW,positive_branch,,FALSE,,
GOLD-R093-001,R093,activate_tcs,B?t ki?m soát l?c kéo cho tôi nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,hard_negative,activate_avh,FALSE,intent th?t = activate_tcs (rule R093),
GOLD-R093-002,R093,activate_tcs,"Này, b?t ki?m soát l?c kéo cho tôi nhé.","{""esc"":false}",BLOCK_UNAVAILABLE,hard_negative,activate_avh,FALSE,intent th?t = activate_tcs (rule R093),
GOLD-R093-003,R093,activate_tcs,Làm ?n b?t ki?m soát l?c kéo cho tôi nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,hard_negative,activate_avh,FALSE,intent th?t = activate_tcs (rule R093),
GOLD-R093-004,R093,activate_tcs,Phi?n b?n b?t ki?m soát l?c kéo cho tôi nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,hard_negative,activate_avh,FALSE,intent th?t = activate_tcs (rule R093),
GOLD-R093-005,R093,activate_tcs,B?t TCS.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-006,R093,activate_tcs,"S?p qua ?o?n ???ng s?i ?á, cho tui b?t TCS v?i.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-007,R093,activate_tcs,B?t ki?m soát l?c kéo giùm tôi nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-008,R093,activate_tcs,"???ng tr?n ghê, v?i l?i b?t TCS giùm anh cái.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-009,R093,activate_tcs,"Ki?m soát l?c kéo, b?t h? t? nhé.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-010,R093,activate_tcs,"Tr?i m?a ???ng tr?n quá, cho tui b?t TCS nhé.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-011,R093,activate_tcs,B?t h? th?ng bám ???ng giùm anh nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-012,R093,activate_tcs,B?t ki?m soát l?c kéo h? t? nha.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-013,R093,activate_tcs,"Ê, b?t ki?m soát l?c kéo cái nhé.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-014,R093,activate_tcs,Kích ho?t ki?m soát l?c kéo lên nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-015,R093,activate_tcs,B?t ki?m soát l?c kéo giùm t? v?i.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-016,R093,activate_tcs,"Này, b?t TCS.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-017,R093,activate_tcs,"Làm ?n s?p qua ?o?n ???ng s?i ?á, cho tui b?t TCS v?i.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-018,R093,activate_tcs,Phi?n b?n b?t ki?m soát l?c kéo giùm tôi nhé.,"{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-019,R093,activate_tcs,"Nh? b?n ???ng tr?n ghê, v?i l?i b?t TCS giùm anh cái.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R093-020,R093,activate_tcs,"?, ki?m soát l?c kéo, b?t h? t? nhé.","{""esc"":false}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R094-001,R094,deactivate_esc,T?t cân b?ng ?i?n t? giùm anh.,{},NOT_VOICE_ACTIONABLE,hard_negative,open_noti_center,FALSE,intent th?t = deactivate_esc (rule R094),
GOLD-R094-002,R094,deactivate_esc,"Này, t?t cân b?ng ?i?n t? giùm anh.",{},NOT_VOICE_ACTIONABLE,hard_negative,open_noti_center,FALSE,intent th?t = deactivate_esc (rule R094),
GOLD-R094-003,R094,deactivate_esc,Làm ?n t?t cân b?ng ?i?n t? giùm anh.,{},NOT_VOICE_ACTIONABLE,hard_negative,open_noti_center,FALSE,intent th?t = deactivate_esc (rule R094),
GOLD-R094-004,R094,deactivate_esc,Phi?n b?n t?t cân b?ng ?i?n t? giùm anh.,{},NOT_VOICE_ACTIONABLE,hard_negative,open_noti_center,FALSE,intent th?t = deactivate_esc (rule R094),
GOLD-R094-005,R094,deactivate_esc,Cho tui t?t ESC cái.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-006,R094,deactivate_esc,"H? th?ng cân b?ng ?i?n t? ?ang gây phi?n, t?t nó ?i h? t?.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-007,R094,deactivate_esc,Cho tui t?t ESC nha.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-008,R094,deactivate_esc,"T?t ESC giùm, tôi bi?t lái r?i, không c?n ?âu.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-009,R094,deactivate_esc,Cho anh t?t ESC cái.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-010,R094,deactivate_esc,"Cho tui t?t ESC ?i mà, n?n n? ?ó.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-011,R094,deactivate_esc,Cho em t?t ESC ???c không?,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-012,R094,deactivate_esc,"T?t cân b?ng ?i?n t? giùm v?i, phi?n quá.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-013,R094,deactivate_esc,T?t cân b?ng ?i?n t? giùm tôi.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-014,R094,deactivate_esc,T?t luôn h? th?ng ?n ??nh ?i?n t? ?i.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-015,R094,deactivate_esc,"Cân b?ng ?i?n t?, t?t h? t?.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-016,R094,deactivate_esc,"T?t ESC giùm t? v?i, tui mu?n drift chút.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-017,R094,deactivate_esc,T?t cân b?ng ?i?n t? lên tê.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-018,R094,deactivate_esc,T?t h? th?ng cân b?ng ?i?n t? giùm anh.,{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-019,R094,deactivate_esc,"Ê, t?t cân b?ng ?i?n t? cái coi.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R094-020,R094,deactivate_esc,"Này, cho tui t?t ESC cái.",{},NOT_VOICE_ACTIONABLE,positive_branch,,FALSE,,
GOLD-R095-001,R095,activate_avh,"Gi? phanh t? ??ng, b?t h? anh.","{""gear"":""R"",""speed"":9}",ALLOW,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R095),
GOLD-R095-002,R095,activate_avh,Cho b?t AVH gi? phanh t? ??ng v?i.,"{""gear"":""N"",""speed"":81}",ALLOW,hard_negative,deactivate_esc,FALSE,intent th?t = activate_avh (rule R095),
GOLD-R095-003,R095,activate_avh,"Này, gi? phanh t? ??ng, b?t h? anh.","{""gear"":""D"",""speed"":80}",ALLOW,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R095),
GOLD-R095-004,R095,activate_avh,Làm ?n cho b?t AVH gi? phanh t? ??ng v?i.,"{""gear"":""R"",""speed"":0}",ALLOW,hard_negative,deactivate_esc,FALSE,intent th?t = activate_avh (rule R095),
GOLD-R095-005,R095,activate_avh,B?t AVH giùm anh.,"{""gear"":""R"",""speed"":4}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-006,R095,activate_avh,"?èn ?? lâu ghê, v?i l?i b?t AVH giùm anh cái.","{""gear"":""R"",""speed"":79}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-007,R095,activate_avh,Cho tui b?t AVH cái.,"{""gear"":""R"",""speed"":41}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-008,R095,activate_avh,Cho em b?t gi? phanh t? ??ng ???c không?,"{""gear"":""R"",""speed"":40}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-009,R095,activate_avh,"Ê, b?t AVH cái coi.","{""gear"":""R"",""speed"":3}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-010,R095,activate_avh,Kích ho?t gi? phanh t? ??ng lên tê.,"{""gear"":""R"",""speed"":39}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-011,R095,activate_avh,Cho tui b?t AVH nha.,"{""gear"":""R"",""speed"":2}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-012,R095,activate_avh,Kích ho?t gi? phanh t? ??ng phát nào.,"{""gear"":""R"",""speed"":21}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-013,R095,activate_avh,B?t gi? phanh t? ??ng giùm v?i.,"{""gear"":""R"",""speed"":20}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-014,R095,activate_avh,"Gi? phanh t? ??ng, b?t h? t?.","{""gear"":""R"",""speed"":1}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-015,R095,activate_avh,B?t gi? phanh t? ??ng giùm tôi.,"{""gear"":""R"",""speed"":17}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-016,R095,activate_avh,"Này, b?t AVH giùm anh.","{""gear"":""R"",""speed"":16}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-017,R095,activate_avh,"Làm ?n ?èn ?? lâu ghê, v?i l?i b?t AVH giùm anh cái.","{""gear"":""R"",""speed"":15}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-018,R095,activate_avh,Phi?n b?n cho tui b?t AVH cái.,"{""gear"":""R"",""speed"":151}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-019,R095,activate_avh,Không bi?t cho em b?t gi? phanh t? ??ng ???c không?,"{""gear"":""R"",""speed"":150}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-020,R095,activate_avh,"?, ê, b?t AVH cái coi.","{""gear"":""R"",""speed"":14}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-021,R095,activate_avh,B?n kích ho?t gi? phanh t? ??ng lên tê.,"{""gear"":""R"",""speed"":149}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-022,R095,activate_avh,"Cho mình nh?, cho tui b?t AVH nha.","{""gear"":""R"",""speed"":11}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-023,R095,activate_avh,Anh/ch? giúp tôi nhé: kích ho?t gi? phanh t? ??ng phát nào.,"{""gear"":""R"",""speed"":10}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-024,R095,activate_avh,"Này, b?t gi? phanh t? ??ng giùm v?i.","{""gear"":""R"",""speed"":100}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-025,R095,activate_avh,"Làm ?n gi? phanh t? ??ng, b?t h? t?.","{""gear"":""N"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R095-026,R095,activate_avh,Phi?n b?n b?t gi? phanh t? ??ng giùm tôi.,"{""gear"":""D"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R096-001,R096,activate_avh,B?t gi? phanh t? ??ng giùm anh.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R096),
GOLD-R096-002,R096,activate_avh,"Này, b?t gi? phanh t? ??ng giùm anh.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R096),
GOLD-R096-003,R096,activate_avh,Làm ?n b?t gi? phanh t? ??ng giùm anh.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R096),
GOLD-R096-004,R096,activate_avh,Phi?n b?n b?t gi? phanh t? ??ng giùm anh.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,hard_negative,activate_tcs,FALSE,intent th?t = activate_avh (rule R096),
GOLD-R096-005,R096,activate_avh,Cho tui b?t AVH nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-006,R096,activate_avh,"Xe ?ang ?? mà, v?i l?i b?t AVH giùm anh cái.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-007,R096,activate_avh,B?t AVH giùm anh nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-008,R096,activate_avh,Cho em b?t gi? phanh t? ??ng ???c không ??,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-009,R096,activate_avh,"Ê, b?t AVH cái nhé.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-010,R096,activate_avh,Kích ho?t gi? phanh t? ??ng lên nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-011,R096,activate_avh,Cho tui b?t AVH v?i.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-012,R096,activate_avh,B?t gi? phanh t? ??ng giùm t? nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-013,R096,activate_avh,B?t AVH h? t? nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-014,R096,activate_avh,"Gi? phanh t? ??ng, b?t h? t? nhé.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-015,R096,activate_avh,B?t gi? phanh t? ??ng giùm tôi nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-016,R096,activate_avh,"Này, cho tui b?t AVH nhé.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-017,R096,activate_avh,"Làm ?n xe ?ang ?? mà, v?i l?i b?t AVH giùm anh cái.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-018,R096,activate_avh,Phi?n b?n b?t AVH giùm anh nhé.,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-019,R096,activate_avh,Không bi?t cho em b?t gi? phanh t? ??ng ???c không ??,"{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R096-020,R096,activate_avh,"?, ê, b?t AVH cái nhé.","{""gear"":""P"",""speed"":0}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R097-001,R097,open_noti_center,Cho xem thông báo trên xe v?i.,"{""profile"":""OWNER""}",ALLOW,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R097),
GOLD-R097-002,R097,open_noti_center,M? giùm trung tâm thông báo cho tôi xem cái.,"{""profile"":""OWNER""}",ALLOW,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R097),
GOLD-R097-003,R097,open_noti_center,M? thông báo lên coi có gì m?i không.,"{""profile"":""OWNER""}",ALLOW,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R097),
GOLD-R097-004,R097,open_noti_center,"Này, cho xem thông báo trên xe v?i.","{""profile"":""OWNER""}",ALLOW,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R097),
GOLD-R097-005,R097,open_noti_center,Cho tui m? noti center cái.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-006,R097,open_noti_center,"Xem có tin gì m?i không, m? trung tâm thông báo giùm anh cái.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-007,R097,open_noti_center,M? b?ng thông báo giùm anh.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-008,R097,open_noti_center,Cho em m? trung tâm thông báo ???c không?,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-009,R097,open_noti_center,"Ê, m? noti center cái coi.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-010,R097,open_noti_center,Cho tui m? trung tâm thông báo nha.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-011,R097,open_noti_center,M? b?ng thông báo lên tê.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-012,R097,open_noti_center,M? trung tâm thông báo giùm t? v?i.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-013,R097,open_noti_center,M? noti center h? t? nhé.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-014,R097,open_noti_center,"Trung tâm thông báo, m? h? t?.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-015,R097,open_noti_center,M? trung tâm thông báo giùm tôi.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-016,R097,open_noti_center,"Này, cho tui m? noti center cái.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-017,R097,open_noti_center,"Tôi mu?n h?i, xem có tin gì m?i không, m? trung tâm thông báo giùm anh cái.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-018,R097,open_noti_center,Phi?n b?n m? b?ng thông báo giùm anh.,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-019,R097,open_noti_center,Không bi?t cho em m? trung tâm thông báo ???c không?,"{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R097-020,R097,open_noti_center,"?, ê, m? noti center cái coi.","{""profile"":""OWNER""}",ALLOW,positive_branch,,FALSE,,
GOLD-R098-001,R098,open_noti_center,M? thông báo trên xe giùm tôi cái.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R098),
GOLD-R098-002,R098,open_noti_center,Cho m? trung tâm thông báo lên xem v?i.,"{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R098),
GOLD-R098-003,R098,open_noti_center,Xem thông báo trên xe cho tôi v?i.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R098),
GOLD-R098-004,R098,open_noti_center,"Này, m? thông báo trên xe giùm tôi cái.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,hard_negative,explain_feature,FALSE,intent th?t = open_noti_center (rule R098),
GOLD-R098-005,R098,open_noti_center,Cho tui m? noti center nhé.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-006,R098,open_noti_center,"??i ch? xe lâu ghê, v?i l?i m? trung tâm thông báo giùm anh cái.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-007,R098,open_noti_center,"Ê, m? noti center cái nhé.","{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-008,R098,open_noti_center,Cho em m? trung tâm thông báo ???c không ??,"{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-009,R098,open_noti_center,M? b?ng thông báo lên nhé.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-010,R098,open_noti_center,Cho tui m? trung tâm thông báo nhé.,"{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-011,R098,open_noti_center,M? noti center h? t? nha.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-012,R098,open_noti_center,M? trung tâm thông báo giùm t? nhé.,"{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-013,R098,open_noti_center,M? b?ng thông báo giùm anh nhé.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-014,R098,open_noti_center,"Trung tâm thông báo, m? h? t? nhé.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-015,R098,open_noti_center,M? trung tâm thông báo giùm tôi nhé.,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-016,R098,open_noti_center,"Này, cho tui m? noti center nhé.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-017,R098,open_noti_center,"Làm ?n ??i ch? xe lâu ghê, v?i l?i m? trung tâm thông báo giùm anh cái.","{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-018,R098,open_noti_center,"Phi?n b?n ê, m? noti center cái nhé.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-019,R098,open_noti_center,Không bi?t cho em m? trung tâm thông báo ???c không ??,"{""profile"":""VALET""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R098-020,R098,open_noti_center,"?, m? b?ng thông báo lên nhé.","{""profile"":""GUEST""}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R099-001,R099,get_current_speed,Xe ?ang ch?y bao nhiêu km/h v?y?,"{""gear"":""R"",""speed"":9}",ANSWER,hard_negative,open_noti_center,FALSE,intent th?t = get_current_speed (rule R099),
GOLD-R099-002,R099,get_current_speed,T?c ?? xe hi?n gi? ?ang là bao nhiêu v?y nè?,"{""gear"":""P"",""speed"":0}",ANSWER,hard_negative,get_avh_status,FALSE,intent th?t = get_current_speed (rule R099),
GOLD-R099-003,R099,get_current_speed,Xe ch?y nhanh c? mô r?i hè?,"{""gear"":""N"",""speed"":81}",ANSWER,hard_negative,get_avh_status,FALSE,intent th?t = get_current_speed (rule R099),
GOLD-R099-004,R099,get_current_speed,Nói tôi nghe xe ?ang ?i t?c ?? bao nhiêu v?i.,"{""gear"":""D"",""speed"":80}",ANSWER,hard_negative,get_door_lock_status,FALSE,intent th?t = get_current_speed (rule R099),
GOLD-R099-005,R099,get_current_speed,T?c ?? xe ?ang là bao nhiêu ha?,"{""gear"":""R"",""speed"":4}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-006,R099,get_current_speed,"Ch?y êm quá không c?m giác ???c, xe ?ang bao nhiêu km/h h? tê?","{""gear"":""R"",""speed"":79}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-007,R099,get_current_speed,Mình ?ang ?i nhanh c? nào v?y ta?,"{""gear"":""R"",""speed"":41}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-008,R099,get_current_speed,Cho h?i t?c ?? hi?n t?i c?a xe là bao nhiêu v?y?,"{""gear"":""R"",""speed"":40}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-009,R099,get_current_speed,Cho tui bi?t t?c ?? hi?n t?i coi.,"{""gear"":""R"",""speed"":3}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-010,R099,get_current_speed,"???ng ?ông v?y, cho h?i xe ?ang ch?y bao nhiêu km/h.","{""gear"":""R"",""speed"":39}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-011,R099,get_current_speed,Cho em h?i xe ?ang ch?y t?c ?? m?y?,"{""gear"":""R"",""speed"":2}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-012,R099,get_current_speed,"Ê, xe ?ang ch?y bao nhiêu cây s? gi? v?y?","{""gear"":""R"",""speed"":21}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-013,R099,get_current_speed,T?c ?? hi?n t?i là bao nhiêu v?y t??,"{""gear"":""R"",""speed"":20}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-014,R099,get_current_speed,Cho tui h?i t?c ?? hi?n t?i là bao nhiêu.,"{""gear"":""R"",""speed"":1}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-015,R099,get_current_speed,"Xe ch?y nhanh không, cho bi?t t?c ?? v?i.","{""gear"":""R"",""speed"":17}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-016,R099,get_current_speed,"Cho tôi h?i, t?c ?? xe ?ang là bao nhiêu ha?","{""gear"":""R"",""speed"":16}",ANSWER,positive_branch,,FALSE,,
GOLD-R099-017,R099,get_current_speed,"Tôi mu?n h?i, ch?y êm quá không c?m giác ???c, xe ?ang bao nhiêu km/h h? tê?","{""gear"":""R"",""speed"":15}",ANSWER,positive_branch,,FALSE,,
